mode,ship_date,ship_date_time,delivery_date,delivery_date_time,hours,ship_from,ship_from_coords,ice_customer_name,ship_to,ship_to_coords,number_of_pallets
PCL,2023-09-26,2023-09-26 16:00:00,2023-09-27,2023-09-27 7:00:00,15,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Greenwood, IN","[-86.1073,39.6019]",0.02
PCL,2023-07-05,2023-07-05 9:00:00,2023-07-11,2023-07-11 11:00:00,146,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Target,"Galesburg, MI","[-85.4182,42.2911]",0.01
PCL,2023-08-17,2023-08-17 10:00:00,2023-08-18,2023-08-18 10:00:00,24,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"Grove City, OH","[-83.069,39.8654]",0.01
PCL,2023-10-12,2023-10-12 15:00:00,2023-10-16,2023-10-16 8:00:00,89,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Best Buy,"Findlay, OH","[-83.6379,41.0469]",0.07
PCL,2023-07-14,2023-07-14 11:00:00,2023-07-17,2023-07-17 13:00:00,74,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Mount Pleasant, IA","[-91.5452,40.9625]",0.03
PCL,2023-07-27,2023-07-27 14:00:00,2023-08-01,2023-08-01 10:00:00,116,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Rialto, CA","[-117.3892,34.1175]",0.07
PCL,2023-09-19,2023-09-19 11:00:00,2023-09-21,2023-09-21 8:00:00,45,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Memphis, TN","[-89.9663,35.1087]",0
PCL,2023-10-04,2023-10-04 14:00:00,2023-10-06,2023-10-06 10:00:00,44,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Pueblo, CO","[-104.6114,38.2701]",0.09
PCL,2023-07-14,2023-07-14 12:00:00,2023-07-17,2023-07-17 13:00:00,73,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Mount Pleasant, IA","[-91.5452,40.9625]",0.01
PCL,2023-08-22,2023-08-22 12:00:00,2023-08-24,2023-08-24 8:00:00,44,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Bentonville, AR","[-94.2305,36.3547]",0.01
PCL,2023-09-27,2023-09-27 17:00:00,2023-09-28,2023-09-28 7:00:00,14,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Joliet, IL","[-88.1499,41.5188]",0.27
PCL,2023-09-15,2023-09-15 15:00:00,2023-09-18,2023-09-18 6:00:00,63,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Home Depot (Store),"Redlands, CA","[-117.1712,34.0512]",0.16
PCL,2023-08-29,2023-08-29 14:00:00,2023-08-31,2023-08-31 9:00:00,43,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Madison, AL","[-86.7626,34.7114]",0.05
PCL,2023-08-31,2023-08-31 15:00:00,2023-09-05,2023-09-05 9:00:00,114,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Grantsville, UT","[-112.4777,40.6148]",0.01
PCL,2023-07-20,2023-07-20 11:00:00,2023-07-21,2023-07-21 8:00:00,21,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Spring Valley, IL","[-89.2038,41.3362]",0.01
PCL,2023-08-14,2023-08-14 12:00:00,2023-08-16,2023-08-16 18:00:00,54,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Somerset, NJ","[-74.501,40.5083]",0.09
PCL,2023-09-06,2023-09-06 15:00:00,2023-09-08,2023-09-08 8:00:00,41,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Ottawa, KS","[-95.2636,38.5996]",0.02
PCL,2023-10-10,2023-10-10 12:00:00,2023-10-11,2023-10-11 7:00:00,19,"Carol Stream, IL","[-88.1307,41.9181]",Home Depot (Store),"Houston, TX","[-95.3885,29.786]",0.07
LTL,2023-09-13,2023-09-13 14:00:00,2023-09-19,2023-09-19 8:00:00,138,"Carol Stream, IL","[-88.1307,41.9181]",DISH Purchasing Corporation,"Suwanee, GA","[-84.0686,34.0508]",2.4
PCL,2023-08-09,2023-08-09 15:00:00,2023-08-14,2023-08-14 7:00:00,112,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Midlothian, TX","[-96.989,32.4669]",0.01
PCL,2023-09-08,2023-09-08 14:00:00,2023-09-12,2023-09-12 7:00:00,89,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Amsterdam, NY","[-74.1906,42.942]",0.07
PCL,2023-09-27,2023-09-27 18:00:00,2023-10-02,2023-10-02 10:00:00,112,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Grove City, OH","[-83.069,39.8654]",0.05
PCL,2023-09-01,2023-09-01 16:00:00,2023-09-07,2023-09-07 7:00:00,135,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Target,"Midlothian, TX","[-96.989,32.4669]",0.01
PCL,2023-09-29,2023-09-29 13:00:00,2023-10-02,2023-10-02 10:00:00,69,"Rancho Cucamonga, CA","[-117.5667,34.1247]","Amazon.com, LLC","Bloomington, CA","[-117.4013,34.0601]",0.04
LTL,2023-10-10,2023-10-10 13:00:00,2023-10-13,2023-10-13 10:00:00,69,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Stockmarket / Ferguson Enterprises,"Perris, CA","[-117.2233,33.7898]",4.71
PCL,2023-07-26,2023-07-26 12:00:00,2023-07-28,2023-07-28 14:00:00,50,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Menomonie, WI","[-91.9084,44.8893]",0.02
PCL,2023-08-09,2023-08-09 15:00:00,2023-08-15,2023-08-15 13:00:00,142,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"Hermiston, OR","[-119.2854,45.8326]",0.01
PCL,2023-09-15,2023-09-15 13:00:00,2023-09-18,2023-09-18 9:00:00,68,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Target,"Shafter, CA","[-119.2013,35.4794]",0.07
PCL,2023-09-24,2023-09-24 6:00:00,2023-09-28,2023-09-28 14:00:00,104,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"Hermiston, OR","[-119.2854,45.8326]",0.02
PCL,2023-10-10,2023-10-10 18:00:00,2023-10-13,2023-10-13 10:00:00,64,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Ingram Micro Inc,"Mira Loma, CA","[-117.5159, 33.9845]",0.02
LTL,2023-09-29,2023-09-29 17:00:00,2023-10-05,2023-10-05 10:00:00,137,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Riverside, CA","[-117.3949,33.9381]",0.04
LTL,2023-07-12,2023-07-12 18:00:00,2023-07-17,2023-07-17 9:00:00,111,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Best Buy,"Ardmore, OK","[-97.1256,34.1949]",4.61
PCL,2023-07-14,2023-07-14 12:00:00,2023-07-18,2023-07-18 16:00:00,100,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"St James, MO","[-91.6143, 37.9973]",0.02
PCL,2023-09-11,2023-09-11 11:00:00,2023-09-14,2023-09-14 7:00:00,68,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Plainview, TX","[-101.7235,34.1911]",0.11
PCL,2023-07-06,2023-07-06 9:00:00,2023-07-12,2023-07-12 15:00:00,150,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"St. James, MO","[-91.6154,38.0013]",0.03
PCL,2023-10-11,2023-10-11 16:00:00,2023-10-16,2023-10-16 16:00:00,120,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"Red Bluff, CA","[-122.2413,40.1735]",0.15
PCL,2023-08-09,2023-08-09 13:00:00,2023-08-11,2023-08-11 10:00:00,45,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Madison, AL","[-86.7626,34.7114]",0.03
PCL,2023-08-17,2023-08-17 8:00:00,2023-08-22,2023-08-22 8:00:00,120,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Target,"Albany, OR","[-123.0965,44.6272]",0.01
PCL,2023-08-31,2023-08-31 12:00:00,2023-09-05,2023-09-05 5:00:00,113,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Hopkinsville, KY","[-87.4775,36.8381]",0.04
LTL,2023-10-04,2023-10-04 11:00:00,2023-10-09,2023-10-09 11:00:00,120,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Amsterdam, NY","[-74.1906,42.942]",0.01
PCL,2023-10-03,2023-10-03 14:00:00,2023-10-10,2023-10-10 7:00:00,161,"Carol Stream, IL","[-88.1307,41.9181]",Home Depot.com,"Plant City, FL","[-82.1201,28.014]",0.11
PCL,2023-08-24,2023-08-24 13:00:00,2023-08-29,2023-08-29 7:00:00,114,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"Fort Worth, TX","[-97.3474,32.7817]",0.01
PCL,2023-08-22,2023-08-22 14:00:00,2023-08-31,2023-08-31 10:00:00,212,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Best Buy,"Dublin, GA","[-82.928,32.536]",0.16
PCL,2023-08-29,2023-08-29 13:00:00,2023-09-01,2023-09-01 12:00:00,71,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Midway, GA","[-81.419,31.8003]",0.07
PCL,2023-07-31,2023-07-31 19:00:00,2023-08-03,2023-08-03 7:00:00,60,"Rancho Cucamonga, CA","[-117.5667,34.1247]","Amazon.com, LLC","Hazleton, PA","[-75.9725,40.9505]",0.01
PCL,2023-07-20,2023-07-20 9:00:00,2023-07-21,2023-07-21 15:00:00,30,"Carol Stream, IL","[-88.1307,41.9181]",AT&T Mobility LLC,"Fort Worth, TX","[-97.3474,32.7817]",2.23
FTL,2023-08-11,2023-08-11 7:00:00,2023-08-15,2023-08-15 1:00:00,90,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Moreno Valley, CA","[-117.2045,33.9244]",0.8
PCL,2023-07-05,2023-07-05 14:00:00,2023-07-07,2023-07-07 11:00:00,45,"Carol Stream, IL","[-88.1307,41.9181]",Target,"West Jefferson, OH","[-83.3076,39.9475]",0.01
PCL,2023-08-22,2023-08-22 20:00:00,2023-08-25,2023-08-25 5:00:00,57,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Sanger, TX","[-97.1678,33.3715]",0.01
LTL,2023-09-11,2023-09-11 18:00:00,2023-09-18,2023-09-18 10:00:00,160,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Comcast Cable Communications [Xfinity],"Mount Juliet, TN","[-86.5115,36.199]",0.05
PCL,2023-10-03,2023-10-03 16:00:00,2023-10-05,2023-10-05 18:00:00,50,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Somerset, NJ","[-74.501,40.5083]",0.06
PCL,2023-07-19,2023-07-19 16:00:00,2023-07-20,2023-07-20 11:00:00,19,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Sealy, TX","[-96.163,29.7662]",0.01
PCL,2023-09-06,2023-09-06 12:00:00,2023-09-08,2023-09-08 9:00:00,45,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Fridley, MN","[-93.2595,45.0841]",0.02
PCL,2023-08-03,2023-08-03 16:00:00,2023-08-07,2023-08-07 9:00:00,89,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Pueblo, CO","[-104.6114,38.2701]",0.02
PCL,2023-08-02,2023-08-02 11:00:00,2023-08-04,2023-08-04 8:00:00,45,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Albany, OR","[-123.0965,44.6272]",0.11
PCL,2023-09-06,2023-09-06 12:00:00,2023-09-08,2023-09-08 15:00:00,51,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Lugoff, SC","[-80.6973,34.2113]",0.03
PCL,2023-08-10,2023-08-10 14:00:00,2023-08-14,2023-08-14 8:00:00,90,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Pueblo, CO","[-104.6114,38.2701]",0.02
PCL,2023-10-04,2023-10-04 14:00:00,2023-10-06,2023-10-06 7:00:00,41,"Carol Stream, IL","[-88.1307,41.9181]",Home Depot.com,"Sparrows Point, MD","[-76.4807, 39.2261]",0
LTL,2023-10-04,2023-10-04 14:00:00,2023-10-10,2023-10-10 6:00:00,136,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Fort Pierce, FL","[-80.3431,27.4255]",0.4
PCL,2023-09-06,2023-09-06 12:00:00,2023-09-08,2023-09-08 6:00:00,42,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Amsterdam, NY","[-74.1906,42.942]",0.02
LTL,2023-09-29,2023-09-29 15:00:00,2023-10-06,2023-10-06 5:00:00,158,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Midway, GA","[-81.419,31.8003]",0.37
LTL,2023-10-23,2023-10-23 21:00:00,2023-10-26,2023-10-26 4:00:00,55,"Carol Stream, IL","[-88.1307,41.9181]",TD Synnex Corporation,"Monroe Township, NJ","[-74.4330, 40.3364]",0.1
PCL,2023-07-31,2023-07-31 19:00:00,2023-08-01,2023-08-01 8:00:00,13,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Fort Wayne, IN","[-85.1436,41.0888]",0.13
PCL,2023-08-08,2023-08-08 17:00:00,2023-08-14,2023-08-14 10:00:00,137,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Brooksville, FL","[-82.3903,28.5404]",0.04
PCL,2023-07-06,2023-07-06 13:00:00,2023-07-07,2023-07-07 10:00:00,21,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Home Depot (Store),"Redlands, CA","[-117.1712,34.0512]",0.03
PCL,2023-10-05,2023-10-05 15:00:00,2023-10-06,2023-10-06 10:00:00,19,"Rancho Cucamonga, CA","[-117.5667,34.1247]","Amazon.com, LLC","Fontana, CA","[-117.4599,34.0968]",0.01
PCL,2023-09-08,2023-09-08 15:00:00,2023-09-14,2023-09-14 9:00:00,138,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Best Buy,"Ardmore, OK","[-97.1256,34.1949]",0.06
PCL,2023-10-03,2023-10-03 16:00:00,2023-10-09,2023-10-09 20:00:00,148,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Chesapeake, VA","[-76.3023,36.6778]",0.06
PCL,2023-08-04,2023-08-04 13:00:00,2023-08-07,2023-08-07 11:00:00,70,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Stockmarket / Ferguson Enterprises,"Chandler, AZ","[-111.8514,33.2825]",0.09
LTL,2023-09-21,2023-09-21 16:00:00,2023-09-28,2023-09-28 7:00:00,159,"Carol Stream, IL","[-88.1307,41.9181]",Verizon,"Redlands, CA","[-117.1712,34.0512]",0.06
PCL,2023-08-02,2023-08-02 11:00:00,2023-08-07,2023-08-07 10:00:00,119,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Fontana, CA","[-117.4599,34.0968]",0.01
PCL,2023-09-12,2023-09-12 11:00:00,2023-09-14,2023-09-14 8:00:00,45,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Ottawa, KS","[-95.2636,38.5996]",0.13
PCL,2023-09-06,2023-09-06 14:00:00,2023-09-08,2023-09-08 9:00:00,43,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Grove City, OH","[-83.069,39.8654]",0.05
PCL,2023-10-11,2023-10-11 9:00:00,2023-10-13,2023-10-13 8:00:00,47,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Bentonville, AR","[-94.2305,36.3547]",0.02
PCL,2023-08-16,2023-08-16 13:00:00,2023-08-17,2023-08-17 7:00:00,18,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Marcy, NY","[-75.268,43.1373]",0.2
PCL,2023-07-11,2023-07-11 13:00:00,2023-07-13,2023-07-13 9:00:00,44,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Tyler, TX","[-95.3062,32.3184]",0.08
PCL,2023-10-02,2023-10-02 19:00:00,2023-10-05,2023-10-05 5:00:00,58,"Carol Stream, IL","[-88.1307,41.9181]",Home Depot (Store),"West Columbia, SC","[-81.0936,33.9932]",0.1
PCL,2023-10-23,2023-10-23 20:00:00,2023-10-26,2023-10-26 7:00:00,59,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Florence, NJ","[-74.7863, 40.0967]",0.11
PCL,2023-10-18,2023-10-18 11:00:00,2023-10-19,2023-10-19 7:00:00,20,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Midlothian, TX","[-96.989,32.4669]",0.01
PCL,2023-08-15,2023-08-15 18:00:00,2023-08-21,2023-08-21 12:00:00,138,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Dallas, TX","[-96.7667,32.7935]",0
PCL,2023-07-28,2023-07-28 14:00:00,2023-07-31,2023-07-31 5:00:00,63,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Indianapolis, IN","[-86.1458,39.7771]",0.02
PCL,2023-09-26,2023-09-26 8:00:00,2023-09-27,2023-09-27 7:00:00,23,"Carol Stream, IL","[-88.1307,41.9181]",Comcast Cable Communications [Xfinity],"Mount Juliet, TN","[-86.5115,36.199]",0.15
PCL,2023-09-12,2023-09-12 16:00:00,2023-09-13,2023-09-13 6:00:00,14,"Carol Stream, IL","[-88.1307,41.9181]",Home Depot.com,"Luckey, OH","[-83.4839,41.4525]",0.13
PCL,2023-10-18,2023-10-18 10:00:00,2023-10-19,2023-10-19 11:00:00,25,"Carol Stream, IL","[-88.1307,41.9181]",Target,"West Jefferson, OH","[-83.3076,39.9475]",0.11
PCL,2023-07-07,2023-07-07 11:00:00,2023-07-11,2023-07-11 8:00:00,93,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Bentonville, AR","[-94.2305,36.3547]",0.05
PCL,2023-10-10,2023-10-10 14:00:00,2023-10-13,2023-10-13 7:00:00,65,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Plainview, TX","[-101.7235,34.1911]",0.06
PCL,2023-07-10,2023-07-10 13:00:00,2023-07-14,2023-07-14 12:00:00,95,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"Beaver Dam, WI","[-88.8309,43.4688]",0.05
PCL,2023-10-26,2023-10-26 11:00:00,null,null,#VALUE!,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"Red Bluff, CA","[-122.2413,40.1735]",0.08
PCL,2023-09-15,2023-09-15 13:00:00,2023-09-18,2023-09-18 9:00:00,68,"Carol Stream, IL","[-88.1307,41.9181]",Vertex Wireless LLC,"West Chicago, IL","[-88.2253,41.896]",0.01
PCL,2023-08-07,2023-08-07 13:00:00,2023-08-09,2023-08-09 9:00:00,44,"Carol Stream, IL","[-88.1307,41.9181]",Home Depot (Store),"Winchester, VA","[-78.1746,39.1735]",0.07
PCL,2023-07-19,2023-07-19 14:00:00,2023-07-21,2023-07-21 9:00:00,43,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Stockmarket / Ferguson Enterprises,"Perris, CA","[-117.2233,33.7898]",0.04
PCL,2023-08-16,2023-08-16 16:00:00,2023-08-21,2023-08-21 13:00:00,117,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Target,"Woodland, CA","[-121.75,38.6712]",0.13
PCL,2023-09-21,2023-09-21 10:00:00,2023-09-22,2023-09-22 10:00:00,24,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Home Depot (Store),"Ontario, CA","[-117.6064,34.0393]",0.04
PCL,2023-07-25,2023-07-25 9:00:00,2023-08-03,2023-08-03 8:00:00,215,"Carol Stream, IL","[-88.1307,41.9181]",Home Depot (Store),"Joliet, IL","[-88.1499,41.5188]",0.59
PCL,2023-08-16,2023-08-16 12:00:00,2023-08-17,2023-08-17 9:00:00,21,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Lagrange, GA","[-85.0384,33.0274]",0.16
PCL,2023-10-10,2023-10-10 8:00:00,2023-10-11,2023-10-11 7:00:00,23,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Greenfield, IN","[-85.7738,39.7937]",0.01
PCL,2023-09-20,2023-09-20 18:00:00,2023-09-22,2023-09-22 10:00:00,40,"Carol Stream, IL","[-88.1307,41.9181]",Target,"West Jefferson, OH","[-83.3076,39.9475]",0.02
PCL,2023-10-18,2023-10-18 16:00:00,2023-10-19,2023-10-19 8:00:00,16,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Newton, NC","[-81.2335,35.663]",0.01
PCL,2023-08-09,2023-08-09 15:00:00,2023-08-10,2023-08-10 14:00:00,23,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"Apple Valley, CA","[-117.2109,34.5352]",0.04
LTL,2023-10-24,2023-10-24 19:00:00,2023-11-01,2023-11-01 0:00:00,173,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Shelby, NC","[-81.5451,35.2904]",0.44
PCL,2023-09-26,2023-09-26 14:00:00,2023-09-29,2023-09-29 8:00:00,66,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Raymond, NH","[-71.1834, 43.0362]",0.1
FTL,2023-09-05,2023-09-05 13:00:00,2023-09-08,2023-09-08 5:00:00,64,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Ingram Micro Inc,"Hazle Township, PA","[-76.0276, 40.9568]",3.17
FTL,2023-10-06,2023-10-06 11:00:00,2023-10-08,2023-10-08 7:00:00,44,"Rancho Cucamonga, CA","[-117.5667,34.1247]","Amazon.com, LLC","Memphis, TN","[-89.9663,35.1087]",1.09
LTL,2023-07-07,2023-07-07 15:00:00,2023-07-12,2023-07-12 8:00:00,113,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Best Buy,"Ardmore, OK","[-97.1256,34.1949]",1.31
PCL,2023-07-20,2023-07-20 13:00:00,2023-07-21,2023-07-21 13:00:00,24,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Mount Pleasant, IA","[-91.5452,40.9625]",0.02
PCL,2023-08-16,2023-08-16 12:00:00,2023-08-17,2023-08-17 7:00:00,19,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Loveland, CO","[-105.0623,40.4166]",0.2
PCL,2023-09-15,2023-09-15 11:00:00,2023-09-19,2023-09-19 11:00:00,96,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"Buckeye, AZ","[-112.6429,33.4314]",0.01
PCL,2023-10-17,2023-10-17 11:00:00,2023-10-19,2023-10-19 12:00:00,49,"Carol Stream, IL","[-88.1307,41.9181]",Ingram Micro Inc,"Fort Worth, TX","[-97.3474,32.7817]",2.37
PCL,2023-08-16,2023-08-16 9:00:00,2023-08-21,2023-08-21 10:00:00,121,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Midway, GA","[-81.419,31.8003]",0.06
PCL,2023-10-16,2023-10-16 12:00:00,2023-10-18,2023-10-18 13:00:00,49,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Dallas, TX","[-96.7667,32.7935]",0.21
LTL,2023-10-09,2023-10-09 13:00:00,2023-10-12,2023-10-12 8:00:00,67,"Carol Stream, IL","[-88.1307,41.9181]",JW Mobile LLC,"Brooklyn, NY","[-73.9496,40.6501]",1.59
PCL,2023-09-06,2023-09-06 12:00:00,2023-09-07,2023-09-07 6:00:00,18,"Carol Stream, IL","[-88.1307,41.9181]",Home Depot.com,"Luckey, OH","[-83.4839,41.4525]",0.05
PCL,2023-07-26,2023-07-26 13:00:00,2023-07-28,2023-07-28 13:00:00,48,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"Red Bluff, CA","[-122.2413,40.1735]",0.01
LTL,2023-10-24,2023-10-24 15:00:00,2023-10-27,2023-10-27 0:00:00,57,"Carol Stream, IL","[-88.1307,41.9181]",Verizon,"Fort Worth, TX","[-97.3474,32.7817]",0.17
FTL,2023-09-25,2023-09-25 8:00:00,2023-09-26,2023-09-26 6:00:00,22,"Carol Stream, IL","[-88.1307,41.9181]",Home Depot (Store),"Pittston Township, PA","[-75.7230, 41.3029]",1.54
LTL,2023-09-28,2023-09-28 12:00:00,2023-10-04,2023-10-04 4:00:00,136,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Brooksville, FL","[-82.3903,28.5404]",0.09
PCL,2023-07-12,2023-07-12 18:00:00,2023-07-14,2023-07-14 6:00:00,36,"Carol Stream, IL","[-88.1307,41.9181]",TD Synnex Corporation,"Romeoville, IL","[-88.0997,41.6318]",0.02
PCL,2023-10-17,2023-10-17 13:00:00,2023-10-19,2023-10-19 8:00:00,43,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Logan, NJ","[-75.3492, 39.7847]",0.01
PCL,2023-10-17,2023-10-17 14:00:00,2023-10-18,2023-10-18 10:00:00,20,"Rancho Cucamonga, CA","[-117.5667,34.1247]","Amazon.com, LLC","Fontana, CA","[-117.4599,34.0968]",0.04
PCL,2023-09-20,2023-09-20 15:00:00,2023-09-22,2023-09-22 10:00:00,43,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Topeka, KS","[-95.6955,39.0346]",0.01
PCL,2023-10-04,2023-10-04 13:00:00,2023-10-05,2023-10-05 7:00:00,18,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Greenwood, IN","[-86.1073,39.6019]",0.16
PCL,2023-10-10,2023-10-10 11:00:00,2023-10-12,2023-10-12 6:00:00,43,"Carol Stream, IL","[-88.1307,41.9181]",Home Depot.com,"Sparrows Point, MD","[-76.4807, 39.2261]",0.02
PCL,2023-09-05,2023-09-05 17:00:00,2023-09-07,2023-09-07 13:00:00,44,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Fort Wayne, IN","[-85.1436,41.0888]",0.01
PCL,2023-09-26,2023-09-26 17:00:00,2023-10-02,2023-10-02 10:00:00,137,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Target,"Tyler, TX","[-95.3062,32.3184]",0.2
PCL,2023-08-23,2023-08-23 16:00:00,2023-08-28,2023-08-28 14:00:00,118,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"Red Bluff, CA","[-122.2413,40.1735]",0.04
PCL,2023-09-07,2023-09-07 17:00:00,2023-09-11,2023-09-11 9:00:00,88,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"Porterville, CA","[-119.0338,36.0643]",0.01
PCL,2023-08-23,2023-08-23 15:00:00,2023-08-25,2023-08-25 9:00:00,42,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Palestine, TX","[-95.6471,31.7544]",0.01
PCL,2023-09-05,2023-09-05 18:00:00,2023-09-11,2023-09-11 12:00:00,138,"Carol Stream, IL","[-88.1307,41.9181]",Home Depot (Store),"Mc Calla, AL","[-87.0140, 33.3451]",0.25
PCL,2023-10-18,2023-10-18 11:00:00,2023-10-20,2023-10-20 9:00:00,46,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Douglas, GA","[-82.8544,31.5065]",0.1
PCL,2023-07-19,2023-07-19 14:00:00,2023-07-26,2023-07-26 13:00:00,167,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Stockmarket / Ferguson Enterprises,"Fort Payne, AL","[-85.6965,34.4559]",0.02
PCL,2023-09-22,2023-09-22 11:00:00,2023-09-28,2023-09-28 14:00:00,147,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"Mount Pleasant, IA","[-91.5452,40.9625]",0.01
